College ID,College Name,Campus ID,Campus,City/Town,Postal Code,Program Name,Program Type,Program Category,Audit,"GRADUATION RATE
(%)","GRADUATE EMPLOYMENT RATE
(%)","GRADUATE EMPLOYMENT RATE IN THE FIELD OF STUDY
(%)","GRADUATE SATISFACTION RATE
(%)
","EMPLOYER SATISFACTION RATE
(%)
","OSAP DEFAULT RATE
(%)"
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,+,,,Y,0.74,0.79,0.64,0.72,0.83,0.13
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,ACCOUNTING & PAYROLL ADMINISTRATOR,Business,Accounting,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,ACCOUNTING & PAYROLL SPECIALIST,Business,Accounting,Y,0.88,0.64,0.64,0.67,0.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,ADMINISTRATIVE ASSISTANT,Business,Office Administration,Y,SS,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,BUSINESS ADMINISTRATION (APPLICATIONS & ACCOUNTING SPECIALIST),Business,Business Administration,Y,0.75,0.00,0.00,1.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,BUSINESS ADMINISTRATION (HUMAN RESOURCES & APPLICATIONS SPECIALIST),Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,BUSINESS AND DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,0.55,1.00,0.00,0.50,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,COMMUNITY SERVICES WORKER (+INTERNSHIP),Community and Social Services,Community Services Worker,Y,0.50,0.50,0.50,0.50,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,COMMUNITY SERVICES WORKER,Community and Social Services,Community Services Worker,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,0.89,0.50,0.00,0.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,ENTERPRISE WEB & MOBILE DEVELOPER + INTERNSHIP,Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,HONOURS BUSINESS ADMINISTRATION (+INTERNSHIP),Business,Business Administration,Y,ND,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,"INFORMATION TECHNOLOGY ADMINISTRATOR (WINDOWS SERVER, MESSAGING & MOBILE SPECIALIST) + INTERNSHIP",Computer and Information Technology,Information Technology,Y,0.86,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,"INFORMATION TECHNOLOGY ADMINISTRATOR (WINDOWS SERVER, MESSAGING & MOBILE SPECIALIST)",Computer and Information Technology,Other - Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,LAW CLERK SPECIALIST,Law and Public Safety,Legal Office Administration,Y,0.75,0.80,0.60,0.67,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,LEGAL ASSISTANT,Law and Public Safety,Legal Office Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,MASSAGE THERAPY,Health Services,Massage Therapist,Y,0.81,1.00,0.00,0.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,MEDICAL OFFICE ASSISTANT (+INTERNSHIP),Health Services,Medical Office Administration/Management,Y,0.74,1.00,0.75,1.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,MEDICAL TRANSCRIPTIONIST,Health Services,Medical Office Administration/Management,Y,SS,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,NETWORK ADMINISTRATOR,Computer and Information Technology,Information Technology,Y,1.00,1.00,0.00,0.00,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,OFFICE ADMINISTRATOR (ACCOUNTING SPECIALIST),Business,Office Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,PARALEGAL,Law and Public Safety,Paralegal,Y,0.67,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,0.75,0.91,0.91,0.90,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,PHARMACY ASSISTANT,Health Services,Pharmaceutical Technology,Y,0.89,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,SUPPLY CHAIN & LOGISTICS (+INTERNSHIP),Business,Office Administration,Y,0.70,0.25,0.25,0.50,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,SUPPLY CHAIN & LOGISTICS,Business,Office Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102146,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, HAMILTON",HAMILTON,L8N3Z1,WEB TECHNOLOGY SPECIALIST,Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,+,,,Y,0.76,0.76,0.56,0.68,1.00,0.12
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,ACCOUNTING & PAYROLL ADMINISTRATOR,Business,Accounting,Y,0.80,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,ACCOUNTING & PAYROLL SPECIALIST,Business,Accounting,Y,0.72,0.71,0.71,0.63,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,ADMINISTRATIVE ASSISTANT,Business,Office Administration,Y,SS,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,APPLICATIONS DEVELOPER (MOBILE WEB SPECIALIST) + INTERNSHIP,Computer and Information Technology,Information Technology,Y,ND,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,BUSINESS ADMINISTRATION (APPLICATIONS & ACCOUNTING SPECIALIST),Business,Business Administration,Y,0.63,0.00,0.00,1.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,BUSINESS ADMINISTRATION (HUMAN RESOURCES & APPLICATIONS SPECIALIST),Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,BUSINESS ADMINISTRATION (HUMAN RESOURCES & MARKETING SPECIALIST),Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,BUSINESS AND DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,0.60,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,COMMUNITY SERVICES WORKER (+INTERNSHIP),Community and Social Services,Community Services Worker,Y,0.78,0.50,0.17,0.83,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,COMMUNITY SERVICES WORKER,Community and Social Services,Community Services Worker,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,0.60,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,HONOURS BUSINESS ADMINISTRATION (+INTERNSHIP),Business,Business Administration,Y,0.86,ND,ND,0.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,HONOURS BUSINESS ADMINISTRATION,Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,INFORMATION TECHNOLOGY ADMINISTRATOR (DATABASE AND WINDOWS SERVER SPECIALIST) + INTERNSHIP,Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,"INFORMATION TECHNOLOGY ADMINISTRATOR (LINUX, SECURITY & DATABASE SPECIALIST) + INTERNSHIP",Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,"INFORMATION TECHNOLOGY ADMINISTRATOR (LINUX, SECURITY & DATABASE SPECIALIST)",Computer and Information Technology,Information Technology,Y,ND,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,"INFORMATION TECHNOLOGY ADMINISTRATOR (MESSAGING, MOBILE, LINUX & SECURITY SPECIALIST) + INTERNSHIP",Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,"INFORMATION TECHNOLOGY ADMINISTRATOR (MESSAGING, MOBILE, LINUX & SECURITY SPECIALIST)",Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,INFORMATION TECHNOLOGY PROFESSIONAL + INTERNSHIP,Computer and Information Technology,Other - Information Technology,Y,0.79,0.67,0.67,1.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,INFORMATION TECHNOLOGY PROFESSIONAL,Computer and Information Technology,Other - Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,LAW CLERK SPECIALIST,Law and Public Safety,Legal Office Administration,Y,0.64,1.00,1.00,0.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,MASSAGE THERAPY,Health Services,Massage Therapist,Y,0.75,1.00,1.00,0.60,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,MEDICAL OFFICE ASSISTANT (+INTERNSHIP),Health Services,Medical Office Administration/Management,Y,0.84,0.82,0.36,0.50,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,MEDICAL TRANSCRIPTIONIST,Health Services,Medical Office Administration/Management,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,NETWORK ADMINISTRATOR,Computer and Information Technology,Information Technology,Y,0.88,1.00,0.25,0.50,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,OFFICE ADMINISTRATOR (ACCOUNTING SPECIALIST),Business,Office Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,PARALEGAL,Law and Public Safety,Paralegal,Y,0.74,0.57,0.29,0.38,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,0.72,0.85,0.74,0.82,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,PHARMACY ASSISTANT,Health Services,Pharmaceutical Technology,Y,0.94,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,POLICE FOUNDATIONS & SECURITY,Law and Public Safety,Law Enforcement/Police Foundations,Y,0.67,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,SUPPLY CHAIN & LOGISTICS (+INTERNSHIP),Business,Office Administration,Y,0.69,0.63,0.50,0.75,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,SUPPLY CHAIN & LOGISTICS,Business,Office Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,VIDEO GAME DEVELOPMENT (+INTERNSHIP),Applied Arts and Science,Animations,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102147,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, KITCHENER CAMPUS",KITCHENER,N2G0N5,WEB TECHNOLOGY SPECIALIST,Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,+,,,Y,0.72,0.80,0.66,0.72,1.00,0.12
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,ACCOUNTING & PAYROLL ADMINISTRATOR,Business,Accounting,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,ACCOUNTING & PAYROLL SPECIALIST,Business,Accounting,Y,0.72,0.86,0.71,0.71,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,ADDICTION WORKER,Community and Social Services,Community Services Worker,Y,0.70,0.20,0.20,0.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,ADMINISTRATIVE ASSISTANT,Business,Office Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,APPLICATIONS DEVELOPER (ENTERPRISE MOBILE SPECIALIST) + INTERNSHIP,Computer and Information Technology,Information Technology,Y,SS,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,APPLICATIONS DEVELOPER (MOBILE SPECIALIST) + INTERNSHIP,Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,APPLICATIONS DEVELOPER (MOBILE SPECIALIST),Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,APPLICATIONS DEVELOPER (MOBILE WEB SPECIALIST),Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,BUSINESS ADMINISTRATION (APPLICATIONS & ACCOUNTING SPECIALIST),Business,Business Administration,Y,0.67,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,BUSINESS ADMINISTRATION (HUMAN RESOURCES & APPLICATIONS SPECIALIST),Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,BUSINESS ADMINISTRATION (HUMAN RESOURCES & MARKETING SPECIALIST),Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,BUSINESS AND DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,0.50,ND,ND,ND,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,COMMUNITY SERVICES WORKER (+INTERNSHIP),Community and Social Services,Community Services Worker,Y,0.84,0.67,0.67,1.00,1.00,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,SS,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,ENTERPRISE WEB & MOBILE DEVELOPER + INTERNSHIP,Computer and Information Technology,Information Technology,Y,0.71,0.33,0.33,0.25,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,EQUINE MASSAGE THERAPY,Health Services,Other - Health Services,Y,0.65,1.00,0.67,1.00,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,HONOURS BUSINESS ADMINISTRATION (+INTERNSHIP),Business,Business Administration,Y,SS,SS,SS,SS,ND,ND
200216,TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE INC.,102148,"TRIOS COLLEGE BUSINESS TECHNOLOGY HEALTHCARE, LONDON",LONDON,N5V3C6,HONOURS BUSINESS ADMINISTRATION,Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
